Age,Salary,Department,Region,Remote_Work,Performance_Score_Ordinal,Tenure_Years,Join_Year,Join_Month,Join_Quarter,Age_Was_Missing,Salary_Was_Missing,Attrition_Flag
40.0,108781.18,Cloud Tech,Nevada,False,1,0.7255304585900069,2024,4,2,False,False,1
35.0,65489.19,Finance,Texas,True,2,0.15058179329226556,2024,11,4,False,False,0
30.0,70663.46,Sales,Illinois,False,4,2.652977412731006,2022,5,2,True,False,0
40.0,95822.56,Sales,New York,False,2,1.9082819986310746,2023,2,1,False,False,1
40.0,82258.03,DevOps,Nevada,True,2,2.245037645448323,2022,10,4,False,False,0
30.0,62883.34,Admin,Nevada,False,2,2.2559890485968515,2022,9,3,False,False,0
30.0,103503.72,Cloud Tech,Texas,True,2,4.722792607802875,2020,4,2,True,False,0
25.0,85401.3,DevOps,New York,True,1,3.7700205338809036,2021,3,1,False,False,0
40.0,86618.37,Cloud Tech,Texas,False,4,1.9028062970568105,2023,2,1,False,True,0
30.0,98850.14,HR,Texas,False,1,0.4353182751540041,2024,7,3,True,False,0
25.0,63435.24,Cloud Tech,Illinois,False,1,3.6440793976728267,2021,5,2,False,False,0
35.0,82129.84,Finance,Texas,False,2,2.7186858316221767,2022,4,2,False,False,1
35.0,95492.61,DevOps,Texas,False,3,0.1834360027378508,2024,10,4,False,False,0
40.0,94572.37,Finance,Illinois,False,3,4.681724845995893,2020,4,2,False,False,1
40.0,118413.05,Finance,Nevada,False,1,1.8234086242299794,2023,3,1,False,False,1
30.0,68976.65,Admin,Nevada,True,1,2.329911019849418,2022,8,3,False,False,0
30.0,115013.65,Sales,Nevada,False,2,3.9890485968514717,2021,1,1,True,False,0
30.0,70949.38,Admin,Nevada,True,1,4.563997262149213,2020,6,2,True,False,1
30.0,105334.87,HR,Florida,False,2,4.210814510609172,2020,10,4,True,False,0
32.5,80596.18,DevOps,California,False,3,4.446269678302532,2020,7,3,True,False,0
30.0,72846.37,Sales,Illinois,True,3,0.6570841889117043,2024,5,2,True,False,1
40.0,80229.36,Admin,California,False,4,2.891170431211499,2022,2,1,False,False,0
25.0,55145.47,Sales,California,False,3,0.9965776865160849,2023,12,4,False,False,0
30.0,85837.98000000001,DevOps,Florida,True,1,2.973305954825462,2022,1,1,False,True,1
40.0,56110.81,HR,California,False,3,4.251882272416153,2020,9,3,False,False,0
25.0,56514.5,Cloud Tech,Texas,False,2,1.8863791923340179,2023,2,1,False,False,1
40.0,104541.84,Cloud Tech,California,False,3,2.8199863107460645,2022,3,1,False,False,1
30.0,61865.12,Sales,New York,True,4,2.861054072553046,2022,2,1,True,False,0
40.0,69317.33,Admin,Texas,False,3,2.5571526351813825,2022,6,2,False,False,0
35.0,84706.17,HR,New York,False,2,1.4893908281998631,2023,7,3,False,False,0
25.0,73255.21,Admin,California,False,2,2.7761806981519506,2022,3,1,False,False,0
40.0,59528.71,HR,Florida,False,1,1.6618754277891854,2023,5,2,False,False,0
40.0,70401.37,HR,New York,True,3,3.2060232717316905,2021,10,4,False,False,1
30.0,107154.62,Admin,California,True,2,3.4223134839151266,2021,7,3,True,False,1
30.0,97719.88,Admin,Illinois,False,4,3.9863107460643397,2021,1,1,True,False,0
30.0,107327.59,Finance,California,False,1,4.607802874743326,2020,5,2,False,False,0
40.0,67687.72,Admin,Nevada,True,4,3.6386036960985626,2021,5,2,False,False,1
40.0,90757.08,Cloud Tech,Florida,True,3,2.308008213552361,2022,9,3,False,False,0
30.0,87583.42,Cloud Tech,California,False,3,0.4407939767282683,2024,7,3,True,False,0
25.0,61643.69,Admin,Nevada,True,3,3.0034223134839153,2021,12,4,False,False,0
35.0,68111.69,Finance,Texas,False,1,4.4435318275154,2020,7,3,False,False,0
40.0,97568.88,HR,Florida,True,2,0.6652977412731006,2024,4,2,False,False,1
35.0,79118.28,Cloud Tech,Florida,True,1,3.3374401095140316,2021,8,3,False,False,0
30.0,104898.9,HR,California,True,4,2.4421629021218343,2022,7,3,False,False,1
40.0,81671.3,Cloud Tech,Florida,True,1,1.0896646132785763,2023,11,4,False,False,0
25.0,97399.75,Cloud Tech,California,False,4,4.383299110198494,2020,8,3,False,False,0
30.0,89189.43,Admin,Illinois,True,1,3.14031485284052,2021,11,4,True,False,0
40.0,96011.55,DevOps,New York,True,2,1.404517453798768,2023,8,3,False,False,0
40.0,99331.49,Sales,Florida,False,4,4.969199178644764,2020,1,1,False,False,1
30.0,72818.94,Cloud Tech,Illinois,True,3,2.943189596167009,2022,1,1,True,False,0
40.0,77204.75,Sales,Nevada,True,3,1.648186173853525,2023,5,2,False,False,1
35.0,106961.68,HR,Florida,False,1,4.027378507871321,2020,12,4,False,False,0
30.0,71923.0,Sales,Texas,True,3,4.243668720054757,2020,10,4,True,False,0
30.0,77192.43,HR,Nevada,False,4,2.130047912388775,2022,11,4,False,False,0
40.0,98540.3,Admin,Florida,False,3,1.9822039698836413,2023,1,1,False,False,0
30.0,63096.9,Admin,Florida,False,2,4.20807665982204,2020,10,4,True,False,1
35.0,107065.12,Cloud Tech,Florida,False,2,3.9014373716632442,2021,2,1,False,False,0
40.0,108792.43,DevOps,Florida,True,1,1.0130047912388775,2023,12,4,False,False,1
30.0,69239.7,Cloud Tech,New York,False,4,4.813141683778234,2020,3,1,True,False,1
40.0,85756.42,Sales,Nevada,True,2,1.9137577002053388,2023,1,1,False,False,1
30.0,100328.62,HR,Illinois,True,2,0.7337440109514032,2024,4,2,True,False,0
25.0,111236.69,DevOps,Nevada,True,4,3.326488706365503,2021,9,3,False,False,0
35.0,106832.22,Cloud Tech,Florida,True,3,0.6461327857631759,2024,5,2,False,False,0
32.5,59746.45,DevOps,Florida,True,3,1.541409993155373,2023,6,2,True,False,0
25.0,91780.04,Sales,California,True,1,3.4195756331279945,2021,7,3,False,False,0
35.0,107062.66,Sales,California,True,3,1.1854893908281998,2023,10,4,False,False,0
25.0,110625.52,HR,Nevada,True,4,1.0622861054072552,2023,12,4,False,False,0
30.0,90419.79,DevOps,Florida,True,2,4.1971252566735116,2020,10,4,False,False,1
40.0,111608.76,Finance,Texas,True,3,0.5393566050650239,2024,6,2,False,False,0
35.0,50173.12,Finance,Florida,False,1,1.73305954825462,2023,4,2,False,False,1
40.0,109507.44,DevOps,Nevada,False,3,2.9869952087611225,2022,1,1,False,False,0
30.0,72600.56,Finance,New York,False,4,3.490759753593429,2021,7,3,False,False,1
35.0,53388.65,Finance,California,True,1,0.7200547570157426,2024,4,2,True,False,0
25.0,50047.32,Cloud Tech,New York,False,3,2.43668720054757,2022,7,3,False,False,1
30.0,115290.79,DevOps,California,False,1,0.09308692676249145,2024,11,4,False,False,0
35.0,61586.76,Cloud Tech,California,False,4,1.3579739904175223,2023,8,3,False,False,0
30.0,56662.86,Finance,Nevada,True,2,1.0485968514715949,2023,12,4,False,False,0
30.0,86850.37,Sales,New York,True,4,1.1827515400410678,2023,10,4,False,True,0
25.0,54957.98,Finance,Nevada,True,4,2.316221765913758,2022,9,3,False,False,0
25.0,76790.47,HR,California,True,4,4.227241615331964,2020,10,4,False,False,1
30.0,92722.35,Cloud Tech,Illinois,False,4,4.947296372347707,2020,1,1,False,False,0
30.0,93125.32,DevOps,Nevada,False,2,2.6858316221765914,2022,4,2,False,False,0
25.0,101100.64,Cloud Tech,New York,False,2,1.6892539356605065,2023,4,2,False,False,0
35.0,55897.41,Admin,New York,False,1,1.379876796714579,2023,8,3,False,False,1
25.0,92484.88,DevOps,California,True,3,2.0917180013689256,2022,11,4,False,False,0
35.0,77011.99,DevOps,Texas,True,2,2.220396988364134,2022,10,4,False,False,0
30.0,77078.68,Cloud Tech,California,True,2,4.254620123203286,2020,9,3,True,False,1
35.0,82971.02,Sales,Nevada,False,3,0.7173169062286106,2024,4,2,False,False,0
25.0,65102.01,Sales,Texas,True,2,3.5263518138261465,2021,6,2,False,False,0
30.0,103697.7,HR,Nevada,True,4,2.184804928131417,2022,10,4,True,False,0
25.0,60687.63,DevOps,Illinois,False,4,1.541409993155373,2023,6,2,False,False,0
30.0,77351.21,Admin,New York,False,3,3.162217659137577,2021,10,4,True,False,0
35.0,66704.62,DevOps,Florida,True,1,0.24914442162902123,2024,9,3,False,False,0
25.0,71650.3,Finance,Illinois,True,1,4.687200547570157,2020,4,2,False,False,0
25.0,50794.54,Cloud Tech,Nevada,True,3,1.0622861054072552,2023,12,4,False,False,0
30.0,76030.86,Sales,Nevada,True,3,4.060232717316906,2020,12,4,True,False,1
25.0,86669.79,Cloud Tech,California,True,4,3.468856947296372,2021,7,3,False,False,1
40.0,84972.7,Finance,Illinois,True,1,4.684462696783025,2020,4,2,False,False,1
30.0,100594.49,HR,Texas,False,2,1.215605749486653,2023,10,4,False,False,0
25.0,75478.35,Cloud Tech,New York,False,4,2.349075975359343,2022,8,3,False,False,0
25.0,79355.85,Sales,Nevada,False,3,1.319644079397673,2023,9,3,False,False,0
35.0,58358.07,HR,Texas,True,1,2.9048596851471595,2022,2,1,False,False,0
30.0,54824.85,Admin,Illinois,False,2,2.746064339493498,2022,4,2,False,False,0
35.0,50557.84,HR,Texas,True,2,2.433949349760438,2022,7,3,False,False,0
30.0,118030.04,Admin,Florida,True,4,1.678302532511978,2023,4,2,True,False,1
30.0,51673.72,Admin,New York,False,1,2.6967830253251197,2022,4,2,True,False,0
35.0,101665.79,Cloud Tech,Nevada,True,1,0.23545516769336072,2024,10,4,False,False,1
30.0,118079.15,Admin,Florida,True,3,4.659822039698836,2020,5,2,True,False,1
25.0,99059.28,Cloud Tech,New York,False,1,2.6803559206023273,2022,4,2,False,False,0
30.0,107397.4,Cloud Tech,Illinois,False,1,1.4209445585215605,2023,7,3,True,False,0
40.0,68269.37,DevOps,New York,False,4,3.359342915811088,2021,8,3,False,False,0
35.0,55228.12,HR,Florida,True,1,3.685147159479808,2021,4,2,False,False,1
30.0,71982.33,Cloud Tech,New York,False,2,2.3819301848049284,2022,8,3,False,False,1
30.0,109673.75,Finance,California,False,4,3.509924709103354,2021,6,2,False,False,1
30.0,56384.9,Cloud Tech,New York,True,4,4.164271047227926,2020,10,4,True,False,1
40.0,68211.68,Sales,Texas,False,3,3.3182751540041067,2021,9,3,False,False,0
40.0,67489.68,Finance,Illinois,False,1,1.9110198494182067,2023,1,1,False,False,0
25.0,63869.31,Cloud Tech,Texas,False,3,4.262833675564682,2020,9,3,False,False,0
30.0,119801.3,Sales,California,True,2,4.87337440109514,2020,2,1,True,False,0
30.0,115959.65,Cloud Tech,California,True,4,4.75564681724846,2020,3,1,False,False,0
40.0,79866.48,Finance,Texas,True,4,1.163586584531143,2023,10,4,False,False,1
35.0,92987.46,HR,Florida,True,4,4.802190280629706,2020,3,1,False,False,0
40.0,56140.51,Finance,Illinois,False,2,4.654346338124572,2020,5,2,False,False,1
30.0,119586.11,DevOps,Illinois,True,2,1.45927446954141,2023,7,3,False,False,0
40.0,104700.46,DevOps,California,True,3,1.9411362080766599,2023,1,1,False,False,1
40.0,91798.14,HR,New York,False,3,3.2060232717316905,2021,10,4,False,False,0
25.0,90879.22,Finance,Illinois,False,3,0.6954140999315537,2024,4,2,False,False,1
25.0,87358.27,Admin,Nevada,False,1,3.5017111567419574,2021,6,2,False,False,0
30.0,119407.93,Sales,Florida,True,4,0.29021218343600275,2024,9,3,False,False,1
30.0,113978.6,HR,Nevada,True,4,2.9842573579739904,2022,1,1,True,False,0
30.0,108568.78,Sales,New York,True,3,3.9397672826830936,2021,1,1,True,False,0
30.0,56318.02,HR,New York,False,4,4.783025325119781,2020,3,1,True,False,1
25.0,114252.73,Sales,Florida,False,3,3.134839151266256,2021,11,4,False,False,0
35.0,51533.9,DevOps,New York,True,1,4.662559890485968,2020,5,2,False,False,1
25.0,99317.66,Sales,California,False,1,2.8993839835728954,2022,2,1,False,False,0
35.0,101264.64,HR,California,False,2,4.112251882272417,2020,11,4,False,False,0
35.0,112272.02,Admin,Nevada,False,1,1.106091718001369,2023,11,4,False,False,0
30.0,71477.63,DevOps,Illinois,True,3,2.8747433264887063,2022,2,1,False,False,0
30.0,77412.1,DevOps,Texas,False,1,1.782340862422998,2023,3,1,False,False,0
30.0,94775.27,Sales,California,False,2,3.756331279945243,2021,3,1,False,False,0
30.0,74276.71,HR,Nevada,True,4,3.6605065023956196,2021,5,2,False,False,0
35.0,67467.86,Finance,Texas,True,3,3.8193018480492813,2021,3,1,False,False,1
25.0,80675.41,DevOps,Texas,False,4,2.830937713894593,2022,3,1,False,False,0
40.0,76274.33,Finance,Florida,False,2,1.9329226557152634,2023,1,1,False,False,1
30.0,51405.46,Finance,Texas,True,2,3.3429158110882957,2021,8,3,False,False,0
25.0,101238.96,HR,New York,True,2,4.093086926762491,2020,11,4,False,False,1
35.0,52169.52,Sales,Illinois,False,4,1.0458590006844628,2023,12,4,False,False,1
35.0,73176.62,Finance,New York,False,4,4.427104722792608,2020,7,3,True,False,0
32.5,96241.85,DevOps,Nevada,False,4,3.5071868583162216,2021,6,2,True,False,0
25.0,84366.38,Finance,Illinois,False,4,0.28473648186173856,2024,9,3,False,False,0
40.0,92015.09,Cloud Tech,California,True,2,1.4893908281998631,2023,7,3,False,False,0
30.0,83149.95,Admin,Nevada,False,2,4.5366187542778915,2020,6,2,False,False,1
40.0,94930.65,Finance,Nevada,False,3,4.484599589322382,2020,7,3,False,False,1
40.0,68430.72,HR,New York,True,3,4.744695414099931,2020,4,2,False,False,1
35.0,98752.97,Sales,Texas,False,4,0.7775496235455168,2024,3,1,False,False,0
35.0,54268.86,Finance,Illinois,True,1,1.891854893908282,2023,2,1,True,False,0
32.5,66494.94,DevOps,Florida,False,1,0.05201916495550993,2024,12,4,True,False,0
25.0,90003.98,Sales,Illinois,False,2,0.5065023956194388,2024,6,2,False,False,0
25.0,106592.25,Finance,New York,True,2,3.808350444900753,2021,3,1,False,False,0
25.0,93905.83,DevOps,Florida,True,2,0.38329911019849416,2024,8,3,False,False,0
35.0,88945.49,DevOps,Texas,False,3,2.8199863107460645,2022,3,1,False,False,0
35.0,91130.33,Finance,Texas,False,3,1.5003422313483916,2023,6,2,True,False,0
40.0,90787.4,Admin,New York,False,2,1.6974674880219027,2023,4,2,False,False,0
25.0,87494.34,Sales,Texas,True,2,0.13141683778234087,2024,11,4,False,False,1
35.0,92627.35,Finance,Nevada,False,2,1.787816563997262,2023,3,1,False,False,1
40.0,98556.29,Admin,Illinois,True,1,1.1772758384668036,2023,10,4,False,False,0
30.0,112792.2,Cloud Tech,Nevada,True,3,3.488021902806297,2021,7,3,False,False,1
35.0,56875.22,HR,Florida,False,1,1.1553730321697468,2023,11,4,False,False,0
35.0,101015.96,DevOps,Florida,True,1,3.485284052019165,2021,7,3,False,False,1
30.0,83912.22,Finance,New York,False,2,0.840520191649555,2024,2,1,False,False,1
25.0,99669.86,Sales,New York,False,2,3.249828884325804,2021,9,3,False,False,0
30.0,52314.97,Admin,New York,False,4,3.597535934291581,2021,5,2,False,False,0
30.0,77785.96,HR,California,False,4,2.16290212183436,2022,10,4,False,False,1
30.0,62430.86,HR,Florida,False,1,2.4941820670773445,2022,7,3,False,False,0
35.0,98219.54,Admin,California,True,3,0.33675564681724846,2024,8,3,False,False,0
25.0,65494.58,Admin,Illinois,True,2,0.188911704312115,2024,10,4,False,False,0
35.0,110524.1,DevOps,Florida,False,2,4.8815879534565365,2020,2,1,False,False,0
40.0,106060.54,Admin,Nevada,False,1,1.623545516769336,2023,5,2,False,False,0
35.0,67639.91,Finance,Florida,True,4,2.4202600958247777,2022,7,3,False,False,1
30.0,117653.98,Cloud Tech,Texas,True,3,1.2813141683778233,2023,9,3,True,False,0
35.0,73539.86,DevOps,Texas,True,4,4.63791923340178,2020,5,2,False,False,1
35.0,70915.38,HR,Nevada,True,4,1.3415468856947297,2023,8,3,False,False,0
25.0,97652.9,Sales,Florida,False,4,3.2032854209445585,2021,10,4,False,False,0
35.0,101571.25,HR,Florida,False,4,2.817248459958932,2022,3,1,False,False,1
35.0,87424.46,DevOps,Nevada,True,2,1.1471594798083504,2023,11,4,False,False,0
30.0,89077.36,HR,New York,False,2,0.07939767282683094,2024,11,4,True,False,0
30.0,89132.22,DevOps,California,True,4,0.46269678302532513,2024,7,3,False,False,0
25.0,111000.26,Admin,California,False,3,0.8213552361396304,2024,3,1,False,False,0
35.0,109584.97,HR,Illinois,True,1,2.3956194387405887,2022,8,3,False,False,1
40.0,97648.84,Admin,Illinois,False,3,0.13141683778234087,2024,11,4,False,False,0
25.0,78643.43,Admin,New York,True,3,3.07460643394935,2021,12,4,False,False,0
30.0,55656.8,HR,Nevada,True,3,0.6269678302532512,2024,5,2,False,False,0
35.0,69146.95,DevOps,Texas,False,4,2.461327857631759,2022,7,3,False,False,0
30.0,93013.58,Admin,Florida,True,2,4.268309377138946,2020,9,3,True,False,0
40.0,87364.78,Finance,Florida,False,3,4.783025325119781,2020,3,1,False,False,0
35.0,50288.67,Sales,New York,False,4,1.2019164955509924,2023,10,4,False,False,0
35.0,85233.55,HR,New York,True,3,2.844626967830253,2022,2,1,False,False,0
25.0,86420.19,HR,California,False,3,0.9144421629021219,2024,1,1,False,False,1
30.0,63189.82,HR,Florida,False,4,0.7885010266940452,2024,3,1,False,False,1
25.0,64783.32,Admin,New York,False,2,4.26009582477755,2020,9,3,False,False,0
25.0,52615.44,HR,Nevada,False,2,0.5530458590006845,2024,6,2,False,False,0
30.0,96337.89,Sales,Texas,False,1,4.725530458590007,2020,4,2,True,False,0
25.0,76617.76,DevOps,Texas,True,4,2.5051334702258727,2022,6,2,False,False,1
30.0,50651.32,Admin,Nevada,False,1,1.462012320328542,2023,7,3,False,False,0
30.0,59601.45,HR,Illinois,False,1,1.0650239561943875,2023,12,4,True,False,0
32.5,57980.88,DevOps,Illinois,False,1,3.4113620807665983,2021,8,3,True,False,0
30.0,75054.53,Admin,California,False,2,3.863107460643395,2021,2,1,True,False,0
25.0,115318.7,Sales,Florida,False,4,1.136208076659822,2023,11,4,False,False,0
25.0,90190.69,DevOps,Texas,True,1,0.31211498973305957,2024,9,3,False,False,0
30.0,113334.56,Cloud Tech,Nevada,False,4,4.427104722792608,2020,7,3,True,False,0
35.0,106922.49,HR,Florida,True,4,4.435318275154004,2020,7,3,False,False,0
35.0,58113.07,DevOps,California,True,2,0.8542094455852156,2024,2,1,False,False,1
25.0,73006.26,Admin,Nevada,True,1,4.03832991101985,2020,12,4,False,False,0
25.0,78054.43,HR,California,True,1,4.355920602327173,2020,8,3,False,False,0
40.0,112028.67,DevOps,Florida,False,4,1.3579739904175223,2023,8,3,False,False,1
25.0,83787.24,Admin,Texas,True,3,1.6837782340862424,2023,4,2,False,False,1
30.0,52017.14,Sales,Florida,True,2,1.566050650239562,2023,6,2,False,False,1
40.0,53218.06,Finance,Texas,False,2,2.524298425735797,2022,6,2,False,False,1
25.0,102053.67,DevOps,Nevada,False,2,0.6926762491444216,2024,4,2,False,False,0
35.0,93276.73,Sales,Illinois,False,2,1.0677618069815196,2023,12,4,False,False,0
40.0,76941.36,HR,Nevada,True,1,1.3990417522245038,2023,8,3,False,False,0
25.0,82850.23,DevOps,New York,False,1,0.23545516769336072,2024,10,4,False,False,0
25.0,117910.15,Finance,California,False,3,3.14031485284052,2021,11,4,False,False,0
32.5,66450.0,DevOps,Florida,True,2,0.4134154688569473,2024,7,3,True,False,1
25.0,118646.95,Finance,Florida,False,2,4.328542094455853,2020,8,3,False,False,1
25.0,88436.92,Finance,Florida,False,4,1.8699520876112252,2023,2,1,False,False,0
30.0,81934.55,Sales,New York,False,1,1.2292950034223136,2023,10,4,True,False,0
30.0,93383.06,Finance,California,False,2,0.6926762491444216,2024,4,2,False,False,0
40.0,50153.79,Cloud Tech,Texas,True,3,3.7508555783709787,2021,3,1,False,False,0
30.0,53204.47,Sales,California,False,3,4.399726214921286,2020,8,3,True,False,0
40.0,63128.04,Cloud Tech,California,False,1,3.89596167008898,2021,2,1,False,False,0
30.0,57543.6,Finance,New York,True,3,3.0992470910335386,2021,11,4,False,False,0
40.0,59424.52,Finance,Nevada,False,3,2.1683778234086244,2022,10,4,False,False,0
35.0,104675.7,Finance,Illinois,True,1,2.1437371663244353,2022,11,4,True,False,1
30.0,92431.25,Cloud Tech,Florida,False,2,1.6290212183436004,2023,5,2,False,False,0
40.0,77850.9,Sales,Nevada,True,2,3.460643394934976,2021,7,3,False,False,0
40.0,99001.0,Admin,New York,True,3,1.6180698151950719,2023,5,2,False,False,1
30.0,94280.83,HR,Nevada,True,3,1.891854893908282,2023,2,1,True,False,0
35.0,118262.56,DevOps,New York,True,2,1.3497604380561259,2023,8,3,False,False,0
25.0,89944.67,HR,Illinois,False,1,1.727583846680356,2023,4,2,False,False,1
30.0,57452.93,HR,Florida,True,3,2.0643394934976045,2022,12,4,True,False,0
25.0,97837.32,Admin,California,False,4,3.3894592744695413,2021,8,3,False,False,0
35.0,106981.84,Admin,Illinois,True,1,2.9842573579739904,2022,1,1,False,False,0
35.0,105778.36,Finance,New York,True,3,0.5968514715947981,2024,5,2,True,False,0
40.0,117608.32,Finance,Florida,True,3,3.241615331964408,2021,10,4,False,False,0
30.0,99324.03,Sales,Florida,False,4,1.4428473648186173,2023,7,3,False,False,0
30.0,55212.83,HR,Florida,True,4,1.1663244353182751,2023,10,4,False,False,0
40.0,68496.77,Cloud Tech,Florida,False,2,1.8754277891854894,2023,2,1,False,False,1
25.0,52795.84,HR,Florida,False,1,4.125941136208077,2020,11,4,False,False,0
32.5,90087.39,DevOps,California,False,1,0.5667351129363449,2024,6,2,True,False,1
30.0,105038.08,Admin,New York,False,2,4.61327857631759,2020,5,2,True,False,0
25.0,73231.85,HR,New York,False,1,1.2758384668035592,2023,9,3,False,False,0
30.0,102649.36,Sales,Florida,False,1,0.37782340862423,2024,8,3,True,False,0
35.0,114302.51,Finance,New York,False,1,1.5550992470910336,2023,6,2,False,False,0
35.0,87816.61,Finance,Texas,False,1,3.5564681724845997,2021,6,2,False,False,1
30.0,70750.38,Sales,Florida,False,1,4.7501711156741955,2020,3,1,True,False,1
30.0,86618.37,Cloud Tech,Texas,True,4,0.6598220396988365,2024,5,2,True,True,0
30.0,97978.36,DevOps,Nevada,True,1,0.14510609171800137,2024,11,4,False,False,0
32.5,107172.8,DevOps,Nevada,True,4,1.3689253935660506,2023,8,3,True,False,1
25.0,56126.46,Finance,Nevada,True,1,4.783025325119781,2020,3,1,False,False,1
30.0,78534.29,Cloud Tech,Illinois,True,2,3.5455167693360714,2021,6,2,True,False,0
40.0,85518.88,HR,Texas,False,3,1.2210814510609171,2023,10,4,False,True,1
30.0,114963.34,Cloud Tech,Nevada,False,4,2.9897330595482545,2022,1,1,True,False,0
30.0,77657.93,Cloud Tech,California,False,1,2.855578370978782,2022,2,1,True,False,1
30.0,77369.48,Sales,New York,False,2,0.8076659822039699,2024,3,1,False,False,0
30.0,76119.14,HR,Nevada,False,3,1.3634496919917864,2023,8,3,False,False,0
25.0,77585.72,Cloud Tech,Texas,False,4,1.6509240246406571,2023,5,2,False,False,0
35.0,74069.62,Admin,Nevada,False,3,0.9253935660506503,2024,1,1,False,False,0
30.0,67691.92,Admin,New York,True,2,0.31485284052019163,2024,9,3,False,False,0
35.0,70345.69,Finance,Nevada,True,4,4.58590006844627,2020,5,2,True,False,0
30.0,74999.69,DevOps,Illinois,True,3,3.14031485284052,2021,11,4,False,False,1
25.0,72245.02,HR,Illinois,True,1,3.909650924024641,2021,1,1,False,False,0
30.0,106538.98,Admin,Illinois,False,4,2.951403148528405,2022,1,1,True,False,0
25.0,101787.14,HR,New York,False,3,1.002053388090349,2023,12,4,False,False,0
30.0,83596.78,DevOps,Nevada,False,2,0.07392197125256673,2024,12,4,False,False,1
40.0,92463.94,Sales,Texas,True,2,1.374401095140315,2023,8,3,False,False,0
30.0,93863.32,Admin,California,False,4,0.024640657084188913,2024,12,4,True,False,0
32.5,78359.41,DevOps,Texas,False,3,1.7494866529774127,2023,3,1,True,False,0
30.0,95773.57,HR,Illinois,False,4,2.349075975359343,2022,8,3,True,False,0
30.0,82529.08,Sales,Nevada,True,4,4.243668720054757,2020,10,4,False,False,1
35.0,109358.73,Sales,Texas,False,3,3.6550308008213555,2021,5,2,False,False,0
30.0,89645.01,Admin,Florida,True,3,3.991786447638604,2021,1,1,True,False,0
40.0,84134.95,HR,Texas,True,1,0.7255304585900069,2024,4,2,False,False,0
30.0,113540.83,Cloud Tech,Nevada,True,3,2.0917180013689256,2022,11,4,False,False,0
40.0,57225.75,Cloud Tech,Texas,True,2,3.1786447638603694,2021,10,4,False,False,0
35.0,76366.17,Sales,Illinois,False,4,4.0191649555099245,2020,12,4,False,False,0
30.0,78408.95,HR,Florida,True,4,2.099931553730322,2022,11,4,True,False,0
40.0,111742.4,Finance,Illinois,True,2,2.1820670773442847,2022,10,4,False,False,0
25.0,60516.83,Sales,Nevada,False,3,3.808350444900753,2021,3,1,False,False,1
30.0,83706.17,Finance,California,False,2,4.358658453114305,2020,8,3,False,False,0
30.0,67056.92,Admin,Nevada,True,2,4.870636550308008,2020,2,1,True,False,1
30.0,90058.85,DevOps,Illinois,False,1,0.0,2024,12,4,False,False,0
30.0,94633.59,Sales,Florida,True,2,1.834360027378508,2023,2,1,False,False,0
25.0,110711.17,Admin,Florida,True,4,2.351813826146475,2022,8,3,False,False,0
30.0,96175.41,Admin,Illinois,True,2,1.5003422313483916,2023,6,2,True,False,0
40.0,76474.79,Sales,Illinois,True,4,3.707049965776865,2021,4,2,False,False,0
30.0,107855.99,Sales,Illinois,False,4,2.642026009582478,2022,5,2,False,False,0
40.0,104870.78,Sales,Illinois,True,4,0.07392197125256673,2024,12,4,False,False,0
25.0,83516.345,Finance,Nevada,False,3,1.6125941136208077,2023,5,2,False,True,0
35.0,87087.16,Finance,California,False,1,1.0841889117043122,2023,11,4,True,False,0
40.0,108603.34,HR,Illinois,False,4,0.7255304585900069,2024,4,2,False,False,0
30.0,55867.23,HR,Florida,False,4,0.17796030116358658,2024,10,4,False,False,0
35.0,105259.57,Admin,Texas,True,3,0.8268309377138946,2024,3,1,False,False,0
30.0,98143.67,Cloud Tech,Florida,False,4,3.8439425051334704,2021,2,1,True,False,0
25.0,67754.29,Admin,Florida,True,2,1.7138945927446954,2023,4,2,False,False,0
30.0,77821.79,HR,Illinois,False,2,1.1800136892539357,2023,10,4,True,False,1
30.0,67764.44,HR,Illinois,False,1,2.2833675564681726,2022,9,3,False,False,0
40.0,102346.99,DevOps,New York,True,4,4.328542094455853,2020,8,3,False,False,0
25.0,73690.65,Admin,Illinois,True,3,0.5886379192334018,2024,5,2,False,False,1
30.0,56376.2,Finance,Nevada,True,2,0.48459958932238195,2024,7,3,False,False,0
25.0,55602.78,Cloud Tech,California,False,3,2.915811088295688,2022,1,1,False,False,0
40.0,99812.41,Sales,Nevada,False,3,3.3894592744695413,2021,8,3,False,False,0
40.0,95981.9,Finance,Texas,True,2,0.2272416153319644,2024,10,4,False,False,0
30.0,98891.48,Cloud Tech,Illinois,True,3,2.102669404517454,2022,11,4,False,False,0
35.0,56079.0,Admin,Nevada,True,2,4.112251882272417,2020,11,4,False,False,0
35.0,85837.98000000001,DevOps,Florida,True,3,1.7084188911704312,2023,4,2,False,True,1
25.0,89137.97,Sales,California,False,2,0.34223134839151265,2024,8,3,False,False,0
35.0,115079.97,Admin,Illinois,True,4,2.4449007529089664,2022,7,3,False,False,0
30.0,55067.02,Finance,Illinois,True,1,1.8617385352498288,2023,2,1,False,False,0
30.0,98593.43,HR,Illinois,True,2,3.592060232717317,2021,5,2,True,False,0
30.0,112756.67,HR,Florida,True,2,2.412046543463381,2022,8,3,False,False,0
25.0,105205.92,HR,Texas,False,1,1.4428473648186173,2023,7,3,False,False,1
35.0,50680.62,Finance,California,True,2,1.9904175222450375,2023,1,1,False,False,0
